site,replicate,trap,year,season,bare_ground,litter,rock,veg
6,2,9,2003,October,5,10,20,65
6,2,10,2003,October,40,0,30,30
6,3,1,2003,October,25,0,0,75
6,3,2,2003,October,30,10,0,60
6,3,3,2003,October,55,10,0,35
6,3,4,2003,October,20,5,0,75
6,3,5,2003,October,50,0,0,50
6,3,6,2003,October,70,10,0,20
6,3,7,2003,October,20,0,0,80
6,3,8,2003,October,70,0,0,30
6,3,9,2003,October,50,10,0,40
6,3,10,2003,October,75,0,0,25
6,4,1,2003,October,35,0,25,40
6,4,2,2003,October,40,0,30,30
6,4,3,2003,October,15,0,10,75
6,4,4,2003,October,15,0,10,75
6,4,5,2003,October,40,0,30,30
6,4,6,2003,October,20,0,40,40
6,4,7,2003,October,60,0,15,25
6,4,8,2003,October,20,10,15,55
6,4,9,2003,October,20,5,35,40
6,4,10,2003,October,5,0,30,65
7,1,1,2003,October,65,0,10,25
7,1,2,2003,October,10,0,10,80
7,1,3,2003,October,20,0,5,75
7,1,4,2003,October,15,0,5,80
7,1,5,2003,October,20,0,5,75
7,1,6,2003,October,20,0,50,30
7,1,7,2003,October,35,0,15,50
7,1,8,2003,October,50,0,10,40
7,1,9,2003,October,50,0,20,30
7,1,10,2003,October,35,0,15,50
7,2,1,2003,October,70,0,5,25
7,2,2,2003,October,60,0,10,30
7,2,3,2003,October,50,0,15,35
7,2,4,2003,October,45,0,20,35
7,2,5,2003,October,40,10,20,30
7,2,6,2003,October,40,0,30,30
7,2,7,2003,October,35,0,30,35
7,2,8,2003,October,40,0,40,20
7,2,9,2003,October,55,0,15,30
7,2,10,2003,October,35,0,40,25
7,3,1,2003,October,55,0,25,20
7,3,2,2003,October,45,0,10,45
7,3,3,2003,October,70,0,15,15
7,3,4,2003,October,55,0,5,40
7,3,5,2003,October,60,10,5,25
7,3,6,2003,October,60,0,15,25
7,3,7,2003,October,70,0,10,20
7,3,8,2003,October,50,15,20,15
7,3,9,2003,October,60,0,20,20
7,3,10,2003,October,55,0,30,15
7,4,1,2003,October,65,0,10,25
7,4,2,2003,October,75,5,5,15
7,4,3,2003,October,60,0,5,35
7,4,4,2003,October,55,0,10,35
7,4,5,2003,October,60,0,15,25
7,4,6,2003,October,55,5,5,35
7,4,7,2003,October,50,5,5,40
7,4,8,2003,October,70,0,5,25
7,4,9,2003,October,65,10,5,20
7,4,10,2003,October,65,5,5,25
8,1,1,2003,October,65,0,15,20
8,1,2,2003,October,55,0,0,45
8,1,3,2003,October,30,20,0,50
8,1,4,2003,October,50,0,0,50
8,1,5,2003,October,0,0,0,100
8,1,6,2003,October,20,0,0,80
8,1,7,2003,October,65,0,0,35
8,1,8,2003,October,60,0,0,40
8,1,9,2003,October,40,0,30,30
8,1,10,2003,October,60,0,15,25
8,2,1,2003,October,60,0,0,40
8,2,2,2003,October,65,0,10,25
8,2,3,2003,October,70,0,10,20
8,2,4,2003,October,55,0,5,40
8,2,5,2003,October,50,5,0,45
8,2,6,2003,October,50,0,0,50
8,2,7,2003,October,55,0,10,35
8,2,8,2003,October,75,5,10,10
8,2,9,2003,October,50,0,15,35
8,2,10,2003,October,45,0,30,25
8,3,1,2003,October,35,5,15,45
8,3,2,2003,October,50,0,20,30
8,3,3,2003,October,30,0,20,50
8,3,4,2003,October,50,0,10,40
8,3,5,2003,October,25,0,5,70
8,3,6,2003,October,35,0,15,50
8,3,7,2003,October,20,0,50,30
8,3,8,2003,October,50,10,10,30
8,3,9,2003,October,50,10,20,20
8,3,10,2003,October,20,10,20,50
8,4,1,2003,October,60,0,20,20
8,4,2,2003,October,35,0,25,40
8,4,3,2003,October,30,10,20,40
8,4,4,2003,October,10,0,20,70
8,4,5,2003,October,25,0,25,50
8,4,6,2003,October,40,0,20,40
8,4,7,2003,October,30,0,40,30
8,4,8,2003,October,5,0,30,65
8,4,9,2003,October,20,15,15,50
8,4,10,2003,October,30,5,15,50
9,1,1,2003,October,55,0,5,40
9,1,2,2003,October,5,0,15,80
9,1,3,2003,October,5,0,15,80
9,1,4,2003,October,10,0,15,75
9,1,5,2003,October,20,0,15,65
9,1,6,2003,October,15,0,15,70
9,1,7,2003,October,40,0,5,55
9,1,8,2003,October,10,10,20,60
9,1,9,2003,October,15,0,20,65
9,1,10,2003,October,20,0,20,60
9,2,1,2003,October,50,0,20,30
9,2,2,2003,October,25,0,15,60
9,2,3,2003,October,35,0,20,45
9,2,4,2003,October,20,0,10,70
9,2,5,2003,October,35,0,5,60
9,2,6,2003,October,20,0,10,70
9,2,7,2003,October,20,0,15,65
9,2,8,2003,October,5,0,20,75
9,2,9,2003,October,10,0,20,70
9,2,10,2003,October,35,0,20,45
9,3,1,2003,October,15,0,20,65
9,3,2,2003,October,20,0,20,60
9,3,3,2003,October,40,0,20,40
9,3,4,2003,October,10,0,30,60
9,3,5,2003,October,10,0,40,50
9,3,6,2003,October,5,0,25,70
9,3,7,2003,October,10,0,20,70
9,3,8,2003,October,5,0,15,80
9,3,9,2003,October,30,0,15,55
9,3,10,2003,October,25,0,15,60
9,4,1,2003,October,20,0,20,60
9,4,2,2003,October,10,0,20,70
9,4,3,2003,October,20,0,5,75
9,4,4,2003,October,0,0,0,100
9,4,5,2003,October,0,0,0,100
9,4,6,2003,October,10,0,0,90
9,4,7,2003,October,35,0,0,65
9,4,8,2003,October,40,0,30,30
9,4,9,2003,October,40,0,30,30
9,4,10,2003,October,40,0,30,30
10,1,1,2003,October,30,10,30,30
10,1,2,2003,October,15,0,30,55
10,1,3,2003,October,20,0,20,60
10,1,4,2003,October,25,0,40,35
10,1,5,2003,October,10,0,30,60
10,1,6,2003,October,20,0,10,70
10,1,7,2003,October,40,0,30,30
10,1,8,2003,October,20,0,40,40
10,1,9,2003,October,25,0,40,35
10,1,10,2003,October,5,0,50,45
10,2,1,2003,October,15,0,50,35
10,2,2,2003,October,45,0,20,35
10,2,3,2003,October,40,0,40,20
10,2,4,2003,October,20,0,25,55
10,2,5,2003,October,10,0,20,70
10,2,6,2003,October,35,0,40,25
10,2,7,2003,October,20,0,40,40
10,2,8,2003,October,30,10,25,35
10,2,9,2003,October,15,5,50,30
10,2,10,2003,October,15,5,40,40
10,3,1,2003,October,10,0,45,45
10,3,2,2003,October,30,0,30,40
10,3,3,2003,October,25,0,25,50
10,3,4,2003,October,5,0,25,70
10,3,5,2003,October,20,0,20,60
10,3,6,2003,October,20,0,30,50
10,3,7,2003,October,20,0,25,55
10,3,8,2003,October,30,0,15,55
10,3,9,2003,October,30,0,20,50
10,3,10,2003,October,20,0,40,40
10,4,1,2003,October,40,0,50,10
10,4,2,2003,October,20,0,20,60
10,4,3,2003,October,20,0,40,40
10,4,4,2003,October,20,0,30,50
10,4,5,2003,October,0,0,25,75
10,4,6,2003,October,25,0,30,45
10,4,7,2003,October,5,0,80,15
10,4,8,2003,October,15,0,50,35
10,4,9,2003,October,15,0,30,55
10,4,10,2003,October,20,0,40,40
11,1,1,2003,October,30,0,40,30
11,1,2,2003,October,60,0,20,20
11,1,3,2003,October,60,0,0,40
11,1,4,2003,October,70,0,0,30
11,1,5,2003,October,60,0,20,20
11,1,6,2003,October,80,0,5,15
11,1,7,2003,October,40,0,40,20
11,1,8,2003,October,65,0,15,20
11,1,9,2003,October,80,0,5,15
11,1,10,2003,October,30,0,50,20
11,2,1,2003,October,70,0,5,25
11,2,2,2003,October,30,0,30,40
11,2,3,2003,October,50,0,20,30
11,2,4,2003,October,80,0,10,10
11,2,5,2003,October,55,0,15,30
11,2,6,2003,October,75,0,0,25
11,2,7,2003,October,60,0,10,30
11,2,8,2003,October,50,0,25,25
11,2,9,2003,October,70,0,0,30
11,2,10,2003,October,70,0,5,25
11,3,1,2003,October,20,0,5,75
11,3,2,2003,October,20,20,0,60
11,3,3,2003,October,5,20,20,55
11,3,4,2003,October,20,0,0,80
11,3,5,2003,October,40,15,25,20
11,3,6,2003,October,40,0,60,0
11,3,7,2003,October,10,0,80,10
11,3,8,2003,October,10,0,0,90
11,3,9,2003,October,70,0,10,20
11,3,10,2003,October,5,0,5,90
11,4,1,2003,October,60,0,0,40
11,4,2,2003,October,55,5,0,40
11,4,3,2003,October,45,0,5,50
11,4,4,2003,October,70,0,5,25
11,4,5,2003,October,70,0,0,30
11,4,6,2003,October,40,0,0,60
11,4,7,2003,October,60,0,0,40
11,4,8,2003,October,60,0,0,40
11,4,9,2003,October,50,0,0,50
11,4,10,2003,October,60,0,0,40
12,1,1,2003,October,40,5,40,15
12,1,2,2003,October,35,0,30,35
12,1,3,2003,October,25,0,50,25
12,1,4,2003,October,15,5,40,40
12,1,5,2003,October,25,0,50,25
12,1,6,2003,October,15,5,60,20
12,1,7,2003,October,25,0,50,25
12,1,8,2003,October,35,0,50,15
12,1,9,2003,October,35,0,50,15
12,1,10,2003,October,25,0,50,25
12,2,1,2003,October,35,0,40,25
12,2,2,2003,October,25,0,40,35
12,2,3,2003,October,15,0,50,35
12,2,4,2003,October,10,0,40,50
12,2,5,2003,October,20,0,40,40
12,2,6,2003,October,20,0,50,30
12,2,7,2003,October,15,10,50,25
12,2,8,2003,October,20,0,25,55
12,2,9,2003,October,10,0,55,35
12,2,10,2003,October,40,0,50,10
12,3,1,2003,October,25,0,60,15
12,3,2,2003,October,15,0,50,35
12,3,3,2003,October,20,10,40,30
12,3,4,2003,October,25,10,30,35
12,3,5,2003,October,10,10,50,30
12,3,6,2003,October,10,0,60,30
12,3,7,2003,October,45,0,20,35
12,3,8,2003,October,45,0,20,35
12,3,9,2003,October,45,0,20,35
12,3,10,2003,October,25,0,40,35
12,4,1,2003,October,35,0,50,15
12,4,2,2003,October,20,10,40,30
12,4,3,2003,October,45,0,30,25
12,4,4,2003,October,25,5,45,25
12,4,5,2003,October,20,0,50,30
12,4,6,2003,October,15,0,30,55
12,4,7,2003,October,20,0,40,40
12,4,8,2003,October,15,10,40,35
12,4,9,2003,October,30,30,10,30
12,4,10,2003,October,40,0,40,20
13,1,1,2003,October,15,0,5,80
13,1,2,2003,October,15,0,10,75
13,1,3,2003,October,35,0,20,45
13,1,4,2003,October,45,0,15,40
13,1,5,2003,October,45,0,10,45
13,1,6,2003,October,55,0,15,30
13,1,7,2003,October,55,15,0,30
13,1,8,2003,October,35,0,5,60
13,1,9,2003,October,40,5,0,55
13,1,10,2003,October,65,0,15,20
13,2,1,2003,October,30,0,40,30
13,2,2,2003,October,40,0,20,40
13,2,3,2003,October,45,5,30,20
13,2,4,2003,October,60,0,15,25
13,2,5,2003,October,60,5,15,20
13,2,6,2003,October,40,0,20,40
13,2,7,2003,October,40,0,30,30
13,2,8,2003,October,40,0,20,40
13,2,9,2003,October,45,0,15,40
13,2,10,2003,October,50,0,25,25
13,3,1,2003,October,20,0,40,40
13,3,2,2003,October,30,0,30,40
13,3,3,2003,October,40,0,25,35
13,3,4,2003,October,50,0,20,30
13,3,5,2003,October,30,0,20,50
13,3,6,2003,October,30,0,10,60
13,3,7,2003,October,40,0,20,40
13,3,8,2003,October,30,0,10,60
13,3,9,2003,October,40,0,20,40
13,3,10,2003,October,15,0,50,35
13,4,1,2003,October,30,0,20,50
13,4,2,2003,October,50,0,25,25
13,4,3,2003,October,45,0,15,40
13,4,4,2003,October,55,0,25,20
13,4,5,2003,October,60,0,20,20
13,4,6,2003,October,60,0,20,20
13,4,7,2003,October,30,0,30,40
13,4,8,2003,October,40,0,20,40
13,4,9,2003,October,50,0,10,40
13,4,10,2003,October,30,0,40,30
14,1,1,2003,October,20,0,0,80
14,1,2,2003,October,0,0,0,100
14,1,3,2003,October,10,0,0,90
14,1,4,2003,October,5,0,0,95
14,1,5,2003,October,15,0,0,85
14,1,6,2003,October,50,0,0,50
14,1,7,2003,October,20,0,0,80
14,1,8,2003,October,0,0,0,100
14,1,9,2003,October,0,0,0,100
14,1,10,2003,October,5,0,0,95
14,2,1,2003,October,40,0,50,10
14,2,2,2003,October,10,0,75,15
14,2,3,2003,October,55,0,20,25
14,2,4,2003,October,35,0,5,60
14,2,5,2003,October,20,0,40,40
14,2,6,2003,October,65,0,15,20
14,2,7,2003,October,75,0,5,20
14,2,8,2003,October,80,0,0,20
14,2,9,2003,October,70,0,0,30
14,2,10,2003,October,75,0,0,25
14,3,1,2003,October,40,0,20,40
14,3,2,2003,October,70,0,10,20
14,3,3,2003,October,70,0,5,25
14,3,4,2003,October,70,0,10,20
14,3,5,2003,October,45,0,10,45
14,3,6,2003,October,75,0,0,25
14,3,7,2003,October,20,0,40,40
14,3,8,2003,October,50,0,20,30
14,3,9,2003,October,30,0,50,20
14,3,10,2003,October,65,0,15,20
14,4,1,2003,October,30,0,0,70
14,4,2,2003,October,70,0,0,30
14,4,3,2003,October,50,0,0,50
14,4,4,2003,October,70,0,0,30
14,4,5,2003,October,70,0,0,30
14,4,6,2003,October,40,0,0,60
14,4,7,2003,October,60,0,0,40
14,4,8,2003,October,75,0,0,25
14,4,9,2003,October,45,0,0,55
14,4,10,2003,October,60,0,0,40
15,1,1,2003,October,65,0,0,35
15,1,2,2003,October,60,0,0,40
15,1,3,2003,October,45,0,0,55
15,1,4,2003,October,50,0,0,50
15,1,5,2003,October,55,0,0,45
15,1,6,2003,October,50,0,0,50
15,1,7,2003,October,60,0,0,40
15,1,8,2003,October,70,0,0,30
15,1,9,2003,October,75,0,0,25
15,1,10,2003,October,45,0,0,55
15,2,1,2003,October,30,0,0,70
15,2,2,2003,October,50,5,0,45
15,2,3,2003,October,30,0,0,70
15,2,4,2003,October,65,0,0,35
15,2,5,2003,October,50,0,0,50
15,2,6,2003,October,80,0,0,20
15,2,7,2003,October,50,10,0,40
15,2,8,2003,October,30,0,0,70
15,2,9,2003,October,60,0,0,40
15,2,10,2003,October,40,0,0,60
15,3,1,2003,October,80,0,0,20
15,3,2,2003,October,80,0,0,20
15,3,3,2003,October,45,0,0,55
15,3,4,2003,October,75,0,0,25
15,3,5,2003,October,85,0,0,15
15,3,6,2003,October,75,0,0,25
15,3,7,2003,October,85,0,0,15
15,3,8,2003,October,75,0,0,25
15,3,9,2003,October,70,0,0,30
15,3,10,2003,October,65,0,0,45
15,4,1,2003,October,80,0,0,20
15,4,2,2003,October,80,0,0,20
15,4,3,2003,October,75,0,0,25
15,4,4,2003,October,85,0,0,15
15,4,5,2003,October,80,0,0,20
15,4,6,2003,October,85,0,0,15
15,4,7,2003,October,70,0,0,30
15,4,8,2003,October,40,0,40,20
15,4,9,2003,October,55,0,30,15
15,4,10,2003,October,90,0,0,10
16,1,1,2003,October,75,0,10,15
16,1,2,2003,October,75,0,10,15
16,1,3,2003,October,60,0,20,20
16,1,4,2003,October,75,0,5,20
16,1,5,2003,October,45,0,20,35
16,1,6,2003,October,75,0,10,15
16,1,7,2003,October,85,5,5,5
16,1,8,2003,October,55,0,15,30
16,1,9,2003,October,70,5,10,15
16,1,10,2003,October,60,0,20,20
16,2,1,2003,October,70,0,0,30
16,2,2,2003,October,90,0,0,10
16,2,3,2003,October,80,0,5,15
16,2,4,2003,October,85,0,0,15
16,2,5,2003,October,85,0,5,10
16,2,6,2003,October,95,0,0,5
16,2,7,2003,October,80,0,0,20
16,2,8,2003,October,80,0,0,20
16,2,9,2003,October,70,5,0,25
16,2,10,2003,October,85,0,0,15
16,3,1,2003,October,65,0,20,15
16,3,2,2003,October,50,0,30,20
16,3,3,2003,October,15,0,75,10
16,3,4,2003,October,50,0,30,20
16,3,5,2003,October,40,0,40,20
16,3,6,2003,October,55,0,30,15
16,3,7,2003,October,10,0,75,15
16,3,8,2003,October,30,0,50,20
16,3,9,2003,October,15,0,60,25
16,3,10,2003,October,55,0,25,20
16,4,1,2003,October,60,0,20,20
16,4,2,2003,October,40,0,40,20
16,4,3,2003,October,25,0,40,35
16,4,4,2003,October,55,5,20,20
16,4,5,2003,October,20,0,40,40
16,4,6,2003,October,55,5,10,30
16,4,7,2003,October,55,0,30,15
16,4,8,2003,October,20,0,40,40
16,4,9,2003,October,60,0,15,25
16,4,10,2003,October,85,0,5,10
17,1,1,2003,October,60,0,40,0
17,1,2,2003,October,85,0,5,10
17,1,3,2003,October,65,0,20,15
17,1,4,2003,October,35,0,60,5
17,1,5,2003,October,30,0,50,20
17,1,6,2003,October,45,0,50,5
17,1,7,2003,October,50,5,40,5
17,1,8,2003,October,55,0,40,5
17,1,9,2003,October,60,0,40,0
17,1,10,2003,October,65,0,20,15
17,2,1,2003,October,60,0,40,0
17,2,2,2003,October,65,0,25,10
17,2,3,2003,October,55,0,40,5
17,2,4,2003,October,55,15,25,5
17,2,5,2003,October,15,0,70,15
17,2,6,2003,October,50,0,40,10
17,2,7,2003,October,65,5,30,0
17,2,8,2003,October,45,0,50,5
17,2,9,2003,October,50,0,30,20
17,2,10,2003,October,55,5,20,20
17,3,1,2003,October,15,0,85,0
17,3,2,2003,October,20,0,60,20
17,3,3,2003,October,10,0,85,5
17,3,4,2003,October,15,0,80,5
17,3,5,2003,October,30,0,50,20
17,3,6,2003,October,50,5,45,0
17,3,7,2003,October,50,0,45,5
17,3,8,2003,October,65,0,30,5
17,3,9,2003,October,15,0,80,5
17,3,10,2003,October,10,0,80,10
17,4,1,2003,October,45,0,50,5
17,4,2,2003,October,15,0,60,25
17,4,3,2003,October,15,0,75,10
17,4,4,2003,October,50,0,45,5
17,4,5,2003,October,40,0,40,20
17,4,6,2003,October,35,10,50,5
17,4,7,2003,October,70,0,20,10
17,4,8,2003,October,20,0,70,10
17,4,9,2003,October,35,0,60,5
17,4,10,2003,October,55,5,40,0
